2025-07-05 00:00:51,086 | INFO     | nexus_trading.main   | ==================================================
2025-07-05 00:00:51,087 | INFO     | nexus_trading.main   | NEXUS TRADING SYSTEM STARTING
2025-07-05 00:00:51,087 | INFO     | nexus_trading.main   | Mode: test
2025-07-05 00:00:51,087 | INFO     | nexus_trading.main   | ==================================================
2025-07-05 00:00:51,087 | INFO     | nexus_trading.main   | Starting TEST mode...
2025-07-05 00:00:51,087 | INFO     | nexus_trading.main   | Test 1: Environment validation...
2025-07-05 00:00:51,580 | INFO     | nexus_trading.main   | pandas: 2.3.0
2025-07-05 00:00:51,581 | INFO     | nexus_trading.main   | numpy: 2.3.1
2025-07-05 00:00:51,783 | WARNING  | nexus_trading.main   | pandas_ta not available - will use fallback calculations
2025-07-05 00:00:51,783 | INFO     | nexus_trading.main   | Test 2: Database connection...
2025-07-05 00:00:51,899 | INFO     | database.enhanced_database_manager | Database connection pool initialized
2025-07-05 00:00:51,911 | INFO     | nexus_trading.main   | Database connection successful
2025-07-05 00:00:51,912 | INFO     | nexus_trading.main   | System health: {'total_symbols': 12, 'available_quarters': 1}
2025-07-05 00:00:51,912 | INFO     | nexus_trading.main   | Test 3: Existing tables access...
2025-07-05 00:00:51,913 | INFO     | nexus_trading.main   | Found 5 symbols in stocks_categories_table
2025-07-05 00:00:51,913 | INFO     | nexus_trading.main   | Sample symbol: RELIANCE - Reliance Industries Ltd
2025-07-05 00:00:51,914 | INFO     | nexus_trading.main   | Found 1 historical data quarters
2025-07-05 00:00:51,915 | INFO     | nexus_trading.main   | Test 4: Agent tables...
2025-07-05 00:00:52,088 | INFO     | database.schema_creator | Created 4/4 essential tables
2025-07-05 00:00:52,088 | INFO     | nexus_trading.main   | Essential agent tables created/verified
2025-07-05 00:00:52,122 | INFO     | database.schema_creator | Basic system configuration initialized
2025-07-05 00:00:52,122 | INFO     | nexus_trading.main   | Basic system configuration initialized
2025-07-05 00:00:52,160 | INFO     | nexus_trading.main   | All essential tables verified
2025-07-05 00:00:52,160 | INFO     | nexus_trading.main   | Test 5: Sentiment tables...
2025-07-05 00:00:52,161 | INFO     | database.enhanced_database_manager | Sentiment tables created successfully
2025-07-05 00:00:52,162 | INFO     | nexus_trading.main   | Sentiment tables created successfully
2025-07-05 00:00:52,162 | INFO     | nexus_trading.main   | Test 6: Data pipeline...
2025-07-05 00:00:52,166 | INFO     | database.enhanced_database_manager | Created/verified table: historical_data_3m_2025_q3
2025-07-05 00:00:52,200 | INFO     | utils.data_updater   | Successfully updated sample data for RELIANCE
2025-07-05 00:00:52,203 | INFO     | database.enhanced_database_manager | Created/verified table: historical_data_3m_2025_q3
2025-07-05 00:00:52,236 | INFO     | utils.data_updater   | Successfully updated sample data for TCS
2025-07-05 00:00:52,236 | INFO     | nexus_trading.main   | Data pipeline test successful: 2 symbols updated
2025-07-05 00:00:52,236 | INFO     | nexus_trading.main   | Test 7: Technical analysis...
2025-07-05 00:00:52,592 | INFO     | nexus_trading.main   | Testing signal generation with symbols: ['RELIANCE', 'HDFCBANK', 'ICICIBANK']
